Year,period,Total Children in Care,Psychiatric RTC,Relative foster home,Supervised Independent Living,Long Term FC Non Relative,Long Term FC Relative,Interim,Boys School,State Hospital,Girls School,Hospital,Total Family-like setting,Therapeutic FC Non Relative,Specialized FC Relative,Jail,Pre-adoptive home,Crisis Center,Detention,district,Therapeutic FC Relative,Trial Home Visit,Runaway,Total Group Care,Non-relative foster home,Residential Treatment,Group Home,Specialized FC Non Relative,Unknown
2016,Jul 2016,24,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,1,1,7,0,1,0,23,0,6,6,0,0
2016,Aug 2016,21,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,1,7,0,0,0,21,0,3,7,0,0
2016,Sep 2016,24,1,1,0,0,0,0,7,0,0,0,1,0,0,0,0,1,5,7,0,0,0,23,0,3,6,0,0
2016,Oct 2016,25,1,1,0,0,0,0,9,0,1,0,1,0,0,0,0,1,5,7,0,0,0,24,0,3,4,0,0
2016,Nov 2016,25,1,1,0,0,0,0,8,0,1,0,2,0,0,0,0,2,1,7,0,0,0,23,1,4,6,0,0
2016,Dec 2016,21,0,1,0,0,0,0,6,0,1,0,2,0,0,0,0,2,1,7,0,0,0,19,1,4,5,0,0
2017,Jan 2017,16,0,1,0,0,0,0,6,0,1,0,2,0,0,0,0,1,3,7,0,0,0,14,1,1,2,0,0
2017,Feb 2017,18,1,2,0,0,0,0,6,0,1,0,3,0,0,0,0,2,1,7,0,0,0,15,1,1,3,0,0
2017,Mar 2017,17,1,2,0,0,0,0,4,0,1,0,3,0,0,0,0,2,1,7,0,0,0,14,1,2,3,0,0
2017,Apr 2017,21,2,2,0,0,0,0,5,0,1,0,3,0,0,0,0,2,2,7,0,0,0,18,1,3,3,0,0
2017,May 2017,27,2,2,0,0,0,0,5,0,1,0,3,0,0,0,0,4,3,7,0,0,0,24,1,6,3,0,0
2017,Jun 2017,28,2,1,0,0,0,0,5,0,2,0,2,0,0,0,0,1,4,7,0,0,0,25,1,7,4,0,1
2017,Jul 2017,28,2,1,0,0,0,0,5,0,1,1,3,0,0,0,0,0,4,7,0,0,0,24,2,8,3,0,1
2017,Aug 2017,26,1,1,0,0,0,0,6,0,1,0,2,0,0,0,0,0,2,7,0,0,0,23,1,10,3,0,1
2017,Sep 2017,27,1,1,0,0,0,0,7,0,1,0,2,0,0,0,0,0,2,7,0,0,0,24,1,10,3,0,1
2017,Oct 2017,30,2,1,0,0,0,0,7,0,2,0,2,0,0,0,0,0,1,7,0,0,0,27,1,12,3,0,1
2017,Nov 2017,34,2,1,0,0,0,0,10,0,2,0,2,0,0,0,0,0,2,7,0,0,0,31,1,13,2,0,1
2017,Dec 2017,36,2,1,0,0,0,0,11,0,2,0,3,0,0,0,0,1,1,7,0,1,0,32,1,11,4,0,1
2018,Jan 2018,34,1,1,0,0,0,0,10,0,1,0,3,0,0,0,0,0,2,7,0,1,0,30,1,10,6,0,1
2018,Feb 2018,34,2,1,0,0,0,0,10,0,1,1,3,0,0,0,0,0,1,7,0,1,0,30,1,10,5,0,1
2018,Mar 2018,30,2,1,0,0,0,0,6,0,2,0,2,0,0,0,0,1,3,7,0,0,0,27,1,8,5,0,1
2018,Apr 2018,33,2,1,0,0,0,0,8,0,3,0,2,0,0,0,0,1,3,7,0,0,0,30,1,8,5,0,1
2018,May 2018,35,3,1,0,0,0,0,9,0,3,0,3,0,0,0,0,0,4,7,0,0,0,31,2,7,5,0,1
2012,Jan 2012,14,0,1,0,0,0,0,1,0,2,0,2,1,0,0,0,0,1,8,0,0,0,12,0,7,1,0,0
2012,Feb 2012,14,0,1,0,0,0,0,1,0,2,0,2,1,0,0,0,0,1,8,0,0,0,12,0,7,1,0,0
2012,Mar 2012,17,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,3,8,0,0,0,16,0,7,3,0,0
2012,Apr 2012,17,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,2,8,0,0,0,16,0,7,3,0,0
2012,May 2012,17,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,8,0,0,0,16,0,8,3,0,0
2012,Jun 2012,19,1,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,8,0,0,0,18,0,10,2,0,0
2012,Jul 2012,21,2,0,0,0,0,0,3,0,2,0,1,1,0,0,0,1,0,8,0,0,0,20,0,11,1,0,0
2012,Aug 2012,22,2,0,0,0,0,0,2,0,2,0,2,1,0,0,0,0,0,8,0,0,0,20,1,12,2,0,0
2012,Sep 2012,23,2,0,0,0,0,0,2,0,2,0,3,1,0,0,0,0,0,8,0,1,0,20,1,12,2,0,0
2012,Oct 2012,27,4,0,0,0,0,0,4,0,1,0,3,1,0,0,0,0,0,8,0,2,0,24,0,12,3,0,0
2012,Nov 2012,29,4,0,0,0,0,0,6,0,1,0,3,1,0,0,0,0,0,8,0,2,0,26,0,12,3,0,0
2012,Dec 2012,30,5,0,0,0,0,0,6,0,1,0,4,1,0,0,0,0,1,8,0,3,0,26,0,10,3,0,0
2013,Jan 2013,33,6,1,0,0,0,0,5,0,1,0,7,1,0,0,0,0,1,8,0,2,0,26,3,9,4,0,0
2013,Feb 2013,32,6,1,0,0,0,0,7,0,1,0,6,1,0,0,0,0,0,8,0,1,0,26,3,9,3,0,0
2013,Mar 2013,33,6,1,0,0,0,0,9,0,1,0,5,1,0,0,0,1,1,8,0,1,0,28,2,8,2,0,0
2013,Apr 2013,33,5,1,0,0,0,0,8,0,1,0,8,2,0,0,0,1,0,8,0,3,0,25,2,8,2,0,0
2013,May 2013,33,5,1,0,0,0,0,6,0,1,0,10,2,0,0,0,1,0,8,0,4,0,23,3,9,1,0,0
2013,Jun 2013,31,5,0,0,0,0,0,7,0,1,0,6,2,0,0,0,1,1,8,0,1,0,25,3,8,2,0,0
2013,Jul 2013,36,4,0,0,0,0,0,10,0,1,0,8,3,0,0,0,1,0,8,0,3,0,28,2,8,4,0,0
2013,Aug 2013,31,4,0,1,0,0,0,8,0,0,0,8,3,0,0,0,0,1,8,0,2,0,23,2,6,4,0,0
2013,Sep 2013,31,4,0,1,0,0,0,6,0,0,0,10,3,0,0,0,0,1,8,0,3,0,21,3,5,5,0,0
2013,Oct 2013,32,4,0,0,0,0,0,6,0,0,0,8,3,0,0,0,0,2,8,0,2,1,23,3,5,6,0,0
2013,Nov 2013,34,4,0,0,0,0,0,6,0,0,0,8,3,0,0,0,0,2,8,0,1,1,25,4,6,7,0,0
2013,Dec 2013,34,3,1,0,0,0,0,3,0,0,0,15,3,0,0,0,0,1,8,0,6,1,18,5,6,5,0,0
2014,Jan 2014,33,4,1,0,0,0,0,2,0,0,0,12,3,0,0,0,0,1,8,0,3,0,21,5,6,8,0,0
2014,Feb 2014,31,4,1,0,0,0,0,3,0,0,0,12,3,0,0,0,0,0,8,0,4,0,19,4,6,6,0,0
2014,Mar 2014,30,5,1,0,0,0,0,2,0,1,0,11,3,0,0,0,0,1,8,0,3,0,19,4,7,3,0,0
2014,Apr 2014,31,5,2,0,0,0,0,1,0,1,0,11,3,0,0,0,1,3,8,0,1,0,20,5,6,3,0,0
2014,May 2014,30,5,2,0,0,0,0,2,0,1,0,8,3,0,0,0,3,1,8,0,1,0,22,2,7,3,0,0
2014,Jun 2014,31,5,2,0,0,0,0,2,0,2,0,8,2,0,0,0,1,1,8,0,2,0,23,2,8,4,0,0
2014,Jul 2014,31,4,2,0,0,0,0,2,0,2,0,11,3,0,0,0,0,0,8,0,4,0,20,2,7,5,0,0
2014,Aug 2014,37,4,2,0,0,0,0,1,0,2,1,10,2,0,0,0,2,1,8,0,6,0,27,0,10,6,0,0
2014,Sep 2014,35,5,2,0,0,0,0,1,0,2,0,8,2,0,0,0,1,1,8,0,4,0,27,0,11,6,0,0
2014,Oct 2014,33,5,2,0,0,0,0,2,0,1,0,11,1,0,0,0,0,1,8,0,8,0,22,0,8,5,0,0
2014,Nov 2014,31,5,3,0,0,0,0,1,0,1,0,13,1,0,0,0,0,1,8,0,8,0,18,1,7,3,0,0
2014,Dec 2014,30,3,3,0,0,0,0,2,0,1,0,10,1,0,0,0,0,1,8,0,5,0,20,1,8,5,0,0
2015,Jan 2015,30,4,3,0,0,0,0,3,0,1,0,7,0,0,0,0,0,0,8,0,3,0,23,1,10,5,0,0
2015,Feb 2015,29,3,3,0,0,0,0,3,0,1,0,6,0,0,0,0,0,2,8,0,3,0,23,0,9,5,0,0
2015,Mar 2015,30,4,2,0,0,0,0,3,0,2,0,5,0,0,0,0,0,1,8,0,1,0,25,2,9,6,0,0
2015,Apr 2015,30,3,2,0,0,0,0,4,0,2,0,5,0,0,0,0,0,0,8,0,1,0,25,2,9,7,0,0
2015,May 2015,26,2,1,0,0,0,0,5,0,1,0,4,0,0,0,0,0,1,8,0,1,0,22,2,9,4,0,0
2015,Jun 2015,23,1,1,0,0,0,0,6,0,2,0,1,0,0,0,0,1,2,8,0,0,0,22,0,6,4,0,0
2015,Jul 2015,21,0,0,0,0,0,0,7,0,3,0,2,0,0,0,0,0,2,8,0,2,1,18,0,4,2,0,0
2015,Aug 2015,23,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,3,8,0,3,1,19,0,6,2,0,0
2015,Sep 2015,27,0,1,0,0,0,0,5,0,5,0,3,0,0,0,0,0,5,8,0,2,1,23,0,5,3,0,0
2015,Oct 2015,23,1,1,0,0,0,0,5,0,5,0,4,0,0,0,0,0,1,8,0,3,1,18,0,4,2,0,0
2015,Nov 2015,22,1,1,0,0,0,0,5,0,5,0,4,0,0,0,0,0,1,8,0,3,0,18,0,4,2,0,0
2015,Dec 2015,23,2,1,0,0,0,0,5,0,5,0,3,0,0,0,0,0,0,8,0,2,0,20,0,6,2,0,0
2016,Jan 2016,24,2,1,0,0,0,0,5,0,4,0,3,0,0,0,0,0,2,8,0,2,0,21,0,5,3,0,0
2016,Feb 2016,28,2,1,0,0,0,0,8,0,3,0,4,0,0,0,0,0,1,8,0,2,0,24,1,5,5,0,0
2016,Mar 2016,29,2,1,0,0,0,0,7,0,2,0,5,0,0,0,0,0,2,8,0,4,0,24,0,5,6,0,0
2016,Apr 2016,30,4,1,0,0,0,0,7,0,2,0,4,0,0,0,0,0,1,8,0,3,0,26,0,6,6,0,0
2016,May 2016,28,4,1,0,0,0,0,4,0,3,0,9,0,0,0,0,1,0,8,0,8,0,19,0,3,4,0,0
2016,Jun 2016,26,3,1,0,0,0,0,4,0,2,0,7,0,0,0,0,0,1,8,0,5,0,19,1,3,6,0,0
2016,Jul 2016,24,3,1,0,0,0,0,2,0,2,0,8,0,0,0,0,0,2,8,0,6,0,16,1,3,4,0,0
2016,Aug 2016,18,3,1,0,0,0,0,3,0,2,0,5,0,0,0,0,0,1,8,0,4,0,13,0,1,3,0,0
2016,Sep 2016,20,3,1,0,0,0,0,5,0,2,0,3,0,0,0,0,1,1,8,0,2,0,17,0,1,4,0,0
2016,Oct 2016,21,2,1,0,0,0,0,5,0,3,0,4,0,0,0,0,0,1,8,0,3,0,17,0,1,5,0,0
2016,Nov 2016,21,2,2,0,0,0,0,6,0,3,0,4,0,0,0,0,1,0,8,0,2,0,17,0,1,4,0,0
2016,Dec 2016,18,1,0,0,0,0,0,5,0,4,0,2,0,0,0,0,0,0,8,0,2,0,16,0,2,4,0,0
2017,Jan 2017,19,1,0,0,0,0,0,6,0,4,0,2,0,0,0,0,0,1,8,0,2,0,17,0,2,3,0,0
2017,Feb 2017,16,1,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,8,0,2,0,13,1,3,1,0,0
2017,Mar 2017,23,1,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,3,8,0,3,0,19,1,4,3,0,0
2017,Apr 2017,23,1,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,2,8,0,3,0,19,1,4,3,0,0
2017,May 2017,22,1,0,0,0,0,0,6,0,3,0,2,0,0,0,0,0,3,8,0,2,0,20,0,5,2,0,0
2017,Jun 2017,22,1,1,0,0,0,0,5,0,4,0,4,0,0,0,0,0,2,8,0,3,0,18,0,4,2,0,0
2017,Jul 2017,23,1,1,0,0,0,0,5,0,4,0,4,0,0,0,0,1,2,8,0,3,0,19,0,4,2,0,0
2017,Aug 2017,24,2,2,0,0,0,0,3,0,2,0,8,0,0,0,0,0,1,8,0,6,0,16,0,5,3,0,0
2017,Sep 2017,23,2,2,0,0,0,0,3,0,2,0,8,0,0,0,0,0,0,8,0,6,0,15,0,5,3,0,0
2017,Oct 2017,22,2,1,0,0,0,0,3,0,2,0,5,0,0,0,0,0,2,8,0,4,0,17,0,5,3,0,0
2017,Nov 2017,21,2,1,0,0,0,0,4,0,2,0,5,0,0,0,0,0,1,8,0,4,0,16,0,5,2,0,0
2017,Dec 2017,21,3,1,0,0,0,0,5,0,2,0,4,0,0,0,0,0,0,8,0,3,0,17,0,5,2,0,0
2018,Jan 2018,18,3,1,0,0,0,0,5,0,2,0,3,0,0,0,0,0,0,8,0,2,0,15,0,3,2,0,0
2018,Feb 2018,20,3,1,0,0,0,0,5,0,1,0,4,0,0,0,0,0,1,8,0,3,0,16,0,3,3,0,0
2018,Mar 2018,19,3,1,0,0,0,0,5,0,0,0,3,0,0,0,0,0,1,8,0,1,0,16,1,3,4,0,0
2018,Apr 2018,16,3,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,8,0,0,0,15,1,2,4,0,0
2018,May 2018,17,3,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,8,0,0,0,16,1,2,5,0,0
2012,Jan 2012,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,3,5,0,0
2012,Feb 2012,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,8,1,2,4,0,0
2012,Mar 2012,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,9,1,3,4,0,0
2012,Apr 2012,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,9,0,0,0,11,1,3,4,0,0
2012,May 2012,14,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,9,0,0,1,11,1,5,3,0,0
2012,Jun 2012,16,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,9,0,0,1,13,1,6,3,0,0
2012,Jul 2012,18,2,0,0,0,0,0,3,0,0,0,2,1,0,0,0,1,0,9,0,0,1,15,1,6,3,0,0
2012,Aug 2012,22,2,0,0,0,0,0,4,0,0,0,2,1,0,0,0,1,0,9,0,0,1,19,1,7,5,0,0
2012,Sep 2012,24,3,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,2,9,0,0,1,22,0,7,6,0,0
2012,Oct 2012,31,2,0,0,0,0,0,6,0,0,1,2,1,0,0,0,1,1,9,0,1,0,29,0,10,8,0,0
2012,Nov 2012,34,2,0,0,0,0,0,6,0,1,2,1,1,0,0,0,1,2,9,0,0,1,32,0,11,7,0,0
2012,Dec 2012,39,3,0,0,0,0,0,5,0,1,1,1,1,0,1,0,1,2,9,0,0,1,37,0,11,12,0,0
2013,Jan 2013,34,3,0,0,0,0,0,5,0,1,0,1,1,0,0,0,1,1,9,0,0,1,32,0,11,10,0,0
2013,Feb 2013,35,4,0,0,0,0,0,6,0,1,0,2,1,0,0,0,0,0,9,0,1,1,32,0,11,10,0,0
2013,Mar 2013,30,4,0,0,0,0,0,4,0,1,0,3,1,0,0,0,0,0,9,0,2,1,26,0,8,9,0,0
2013,Apr 2013,32,5,0,0,0,0,0,5,0,1,0,4,1,0,0,0,2,0,9,0,3,0,28,0,8,7,0,0
2013,May 2013,27,3,1,0,0,0,0,4,0,1,0,4,1,0,0,0,0,0,9,0,2,0,23,0,5,10,0,0
2013,Jun 2013,25,3,1,0,0,0,0,4,0,1,0,5,1,0,0,0,0,1,9,0,3,0,19,0,5,5,0,1
2013,Jul 2013,23,3,0,0,0,0,0,3,0,1,0,2,1,0,0,0,0,0,9,0,1,0,20,0,5,8,0,1
2013,Aug 2013,18,2,0,0,0,0,0,3,0,1,0,3,1,0,0,0,0,0,9,0,2,1,13,0,3,4,0,1
2013,Sep 2013,18,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,9,0,1,0,16,0,3,5,0,1
2013,Oct 2013,15,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,9,0,1,0,13,0,2,5,0,1
2013,Nov 2013,15,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,0,2,5,0,1
2013,Dec 2013,19,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,9,0,0,0,18,0,2,7,0,1
2014,Jan 2014,22,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,21,0,3,9,0,1
2014,Feb 2014,26,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,9,0,0,0,26,0,3,10,0,0
2014,Mar 2014,28,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,9,0,0,0,28,0,6,11,0,0
2014,Apr 2014,28,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,9,0,0,0,28,0,6,10,0,0
2014,May 2014,26,1,1,0,0,0,0,7,0,1,0,1,0,0,0,0,0,2,9,0,0,0,25,0,5,9,0,0
2014,Jun 2014,25,1,1,0,0,0,0,6,0,1,0,1,0,0,0,0,0,2,9,0,0,0,24,0,6,8,0,0
2014,Jul 2014,25,1,2,0,0,0,0,6,0,1,0,2,0,0,0,0,0,0,9,0,0,0,23,0,9,6,0,0
2014,Aug 2014,24,1,1,1,0,0,0,6,0,1,0,3,0,0,0,0,0,0,9,0,1,0,21,0,7,6,0,0
2014,Sep 2014,26,1,1,1,0,0,0,6,0,1,0,4,0,0,0,0,0,1,9,0,2,0,22,0,7,6,0,0
2014,Oct 2014,27,1,1,0,0,0,0,6,0,1,0,2,0,0,0,0,0,2,9,0,1,1,24,0,5,9,0,0
2014,Nov 2014,28,1,0,0,0,0,0,7,0,1,0,2,0,0,0,0,0,4,9,0,2,1,25,0,6,6,0,0
2014,Dec 2014,24,1,0,0,0,0,0,7,0,1,0,2,0,0,0,0,0,2,9,0,2,0,22,0,5,6,0,0
2015,Jan 2015,25,2,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,2,9,0,1,0,24,0,4,7,0,0
2015,Feb 2015,24,3,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,1,9,0,1,0,23,0,3,7,0,0
2015,Mar 2015,23,4,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,9,0,0,0,23,0,3,7,0,0
2015,Apr 2015,24,4,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,1,9,0,1,0,23,0,4,6,0,0
2015,May 2015,25,4,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,9,0,1,0,24,0,4,8,0,0
2015,Jun 2015,27,5,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2,9,0,1,0,26,0,5,8,0,0
2015,Jul 2015,26,5,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0,9,0,1,0,25,0,5,8,0,0
2015,Aug 2015,23,5,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,9,0,1,0,22,0,5,6,0,0
2015,Sep 2015,21,5,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,9,0,1,0,20,0,5,5,0,0
2015,Oct 2015,21,3,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,9,0,1,0,20,0,5,7,0,0
2015,Nov 2015,21,3,0,0,0,0,0,3,0,4,0,2,0,0,0,0,0,0,9,0,2,0,19,0,4,5,0,0
2015,Dec 2015,19,3,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,9,0,1,0,18,0,4,4,0,0
2016,Jan 2016,19,3,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,9,0,1,0,18,0,3,5,0,0
2016,Feb 2016,20,2,1,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,9,0,1,0,18,0,2,5,0,0
2016,Mar 2016,19,3,1,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,9,0,2,0,16,0,2,3,0,0
2016,Apr 2016,18,4,1,0,0,0,0,2,0,4,0,3,0,0,0,0,0,1,9,0,2,0,15,0,1,3,0,0
2016,May 2016,17,4,1,0,0,0,0,2,0,3,0,2,0,0,0,0,1,3,9,0,1,0,15,0,1,1,0,0
2016,Jun 2016,16,3,1,0,0,0,0,3,0,3,0,2,0,0,0,0,0,2,9,0,1,0,14,0,2,1,0,0
2016,Jul 2016,16,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,9,0,0,0,16,0,3,3,0,0
2016,Aug 2016,17,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,9,0,3,0,14,0,4,5,0,0
2016,Sep 2016,18,2,0,0,0,0,0,5,0,1,0,3,0,0,0,0,0,0,9,0,3,0,15,0,2,5,0,0
2016,Oct 2016,18,2,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,9,0,3,0,15,0,3,5,0,0
2016,Nov 2016,19,3,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,9,0,2,0,17,0,3,5,0,0
2016,Dec 2016,18,4,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,9,0,0,0,18,0,3,5,0,0
2017,Jan 2017,20,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,9,0,0,0,20,0,4,6,0,0
2017,Feb 2017,21,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,9,0,0,0,21,0,5,6,0,0
2017,Mar 2017,18,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,9,0,2,0,16,0,7,4,0,0
2017,Apr 2017,16,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,9,0,1,0,14,1,6,3,0,0
2017,May 2017,17,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,9,0,0,0,16,1,6,3,0,0
2017,Jun 2017,17,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,9,0,0,0,16,1,4,5,0,0
2017,Jul 2017,16,4,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,9,0,0,0,15,1,4,3,0,0
2017,Aug 2017,16,4,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,1,9,0,1,0,15,0,4,1,0,0
2017,Sep 2017,15,3,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,9,0,1,0,14,0,5,0,0,0
2017,Oct 2017,16,3,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,9,0,1,0,15,0,4,4,0,0
2017,Nov 2017,15,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,9,0,0,0,15,0,4,3,0,0
2017,Dec 2017,15,3,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,9,0,1,0,14,0,4,3,0,0
2018,Jan 2018,15,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,9,0,0,0,15,0,5,3,0,0
2018,Feb 2018,16,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,9,0,0,0,16,0,6,2,0,0
2018,Mar 2018,17,3,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,9,0,1,0,16,0,6,3,0,0
2018,Apr 2018,15,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,1,9,0,2,0,13,0,3,3,0,0
2018,May 2018,11,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,9,0,1,0,10,0,2,2,0,0
